city,state,latitude,longitude
Chain-O-Lakes,Missouri,36.5341,-93.7244
Epping,North Dakota,48.2817,-103.3579
Tryon,Nebraska,41.5584,-100.9536
Palmersville,Tennessee,36.4084,-88.5842
Bovill,Idaho,46.8585,-116.3935
Millersburg,Iowa,41.5733,-92.1592
Hibernia,New Jersey,40.9423,-74.5011
Freedom,Oklahoma,36.768,-99.1126
Brussels,Illinois,38.9483,-90.5887
Marydel,Maryland,39.113,-75.7497
Wallace,Indiana,39.9871,-87.1471
Sail Harbor,Connecticut,41.5265,-73.4653
Wolverton,Minnesota,46.563,-96.7363
Farmington,Washington,47.0887,-117.0464
Porcupine,North Dakota,46.2218,-101.0999
Clifton,Ohio,39.7972,-83.8257
Huslia,Alaska,65.7001,-156.3386
Moskowite Corner,California,38.4464,-122.1944
Clearville,Pennsylvania,39.9168,-78.3839
Springbrook,Iowa,42.1658,-90.4792
Uniontown,Arkansas,35.5853,-94.4469
Deepstep,Georgia,33.0176,-82.9678
Webster,Iowa,41.4385,-92.1717
Beason,Illinois,40.1428,-89.1928
Urie,Wyoming,41.3089,-110.3351
San Jon,New Mexico,35.1113,-103.3364
Centerville,North Carolina,36.1865,-78.1113
Sedalia,Kentucky,36.6437,-88.6049
Leeper,Pennsylvania,41.3704,-79.3056
Eagle Creek,Pennsylvania,40.8989,-77.8935
Kickapoo Tribal Center,Kansas,39.6722,-95.6453
Hamburg,Illinois,39.2328,-90.7152
Crowheart,Wyoming,43.3398,-109.2298
Walnut Hill,Illinois,38.4777,-89.0447
East Columbia,Texas,29.1396,-95.6143
Franklin,Iowa,40.6668,-91.5118
East Charlotte,Vermont,44.3184,-73.1909
Slickville,Pennsylvania,40.4622,-79.5184
Curlew,Washington,48.8777,-118.6046
Elk Falls,Kansas,37.3733,-96.1934
Omar,West Virginia,37.7583,-81.9974
Caney City,Texas,32.2096,-96.0381
Logan,Montana,45.8843,-111.4236
Hills and Dales,Kentucky,38.3005,-85.6249
Sharon,Oklahoma,36.2755,-99.3381
Wheeling,Missouri,39.7862,-93.386
Ferris,Illinois,40.4695,-91.1683
Miller,Nebraska,40.9276,-99.3901
Galloway,West Virginia,39.2339,-80.1277
Copper Harbor,Michigan,47.47,-87.8767
Ludlow,Missouri,39.6541,-93.7025
Goree,Texas,33.468,-99.5236
Kline,South Carolina,33.1252,-81.3426
Fenwood,Wisconsin,44.8658,-90.0146
Alvordton,Ohio,41.6646,-84.4347
Swanton,Nebraska,40.3795,-97.0799
McFall,Missouri,40.1116,-94.2223
Ryder,North Dakota,47.9211,-101.6694
Hettick,Illinois,39.3557,-90.0372
Palisade,Minnesota,46.7125,-93.4894
Rockingham,Georgia,31.5441,-82.4145
Volin,South Dakota,42.9586,-97.1812
Drowning Creek,Oklahoma,36.4778,-94.8942
Louisburg,Missouri,37.7564,-93.141
Mount Vision,New York,42.583,-75.0518
Wheeler,Indiana,41.5105,-87.1712
Hustontown,Pennsylvania,40.049,-78.0269
Ekron,Kentucky,37.9303,-86.1764
Cairo,West Virginia,39.2068,-81.1543
South Salem,Ohio,39.3372,-83.3067
Garland,Wyoming,44.7777,-108.6542
Dargan,Maryland,39.3766,-77.7341
Crown,Pennsylvania,41.3916,-79.2634
Rainsburg,Pennsylvania,39.8956,-78.5174
Casa,Arkansas,35.0253,-93.0448
Dickens,Iowa,43.1338,-95.0222
Blooming Grove,Indiana,39.5023,-85.0647
Sedgewickville,Missouri,37.5146,-89.9061
Ingalls,Oklahoma,36.1047,-96.8708
Fraser,Iowa,42.1242,-93.9699
Hickory Valley,Tennessee,35.155,-89.126
Echo,Utah,40.9803,-111.4393
East Fairview,North Dakota,47.8554,-104.0375
St. Johns,Illinois,38.0333,-89.24
Lavina,Montana,46.295,-108.9388
Bennett Springs,Missouri,37.7255,-92.8534
Danvers,Minnesota,45.2814,-95.7559
De Smet,Idaho,47.141,-116.9113
Callensburg,Pennsylvania,41.1258,-79.5577
Fort Klamath,Oregon,42.7048,-121.9943
Mitchell,Iowa,43.3202,-92.871
Strathmere,New Jersey,39.1944,-74.6618
Colon,Nebraska,41.2981,-96.6069
New Cambria,Missouri,39.7765,-92.7515
Tullahassee,Oklahoma,35.8406,-95.4383
Boykin,South Carolina,34.1198,-80.5886
Kennan,Wisconsin,45.5301,-90.5868
Port Wing,Wisconsin,46.7757,-91.3807
Cambridge,Kentucky,38.2218,-85.6171
Middletown Springs,Vermont,43.4865,-73.1232
Red Hill,Pennsylvania,40.5296,-78.4356
Mount Erie,Illinois,38.5146,-88.2325
Elk River,Idaho,46.7828,-116.181
St. Martin,Ohio,39.2117,-83.8844
Lexa,Arkansas,34.5983,-90.7519
Squaw Lake,Minnesota,47.6276,-94.1381
Kettle River,Minnesota,46.4862,-92.8776
Donnellson,Illinois,39.0306,-89.4757
Seba Dalkai,Arizona,35.4816,-110.4562
Westfield,Iowa,42.7562,-96.6054
New Rockport Colony,Montana,47.8598,-112.0349
North Washington,Iowa,43.1171,-92.4151
Sidon,Mississippi,33.4079,-90.2081
Dexter,Kentucky,36.7397,-88.2956
Pulpotio Bareas,New Mexico,32.2179,-107.7728
Metaline,Washington,48.8533,-117.3893
Tygh Valley,Oregon,45.2417,-121.1693
Elsie,Nebraska,40.8472,-101.3893
Roy,Montana,47.3343,-108.96
Casas Adobes,New Mexico,32.8095,-107.9391
Johnson Prairie,Oklahoma,36.0791,-94.9759
Minidoka,Idaho,42.754,-113.49
Corunna,Indiana,41.4359,-85.144
Ginger Blue,Missouri,36.5899,-94.4596
Big Bend,California,41.0108,-121.924
Griffin,Indiana,38.2043,-87.915
Glencoe,Louisiana,29.8111,-91.6703
Bern,Kansas,39.9612,-95.9713
Luray,Tennessee,35.6017,-88.5703
High Forest,Minnesota,43.8462,-92.548
Aullville,Missouri,39.0175,-93.6779
Clemons,Iowa,42.1139,-93.1587
Commiskey,Indiana,38.8595,-85.6455
Marne,Iowa,41.4489,-95.1109
Tennessee,Illinois,40.4114,-90.8363
Bogota,Tennessee,36.162,-89.439
Superior,Iowa,43.4336,-94.9467
Bloomingville,Ohio,41.3554,-82.7299
Cliff,New Mexico,32.966,-108.6176
Hazel,South Dakota,44.7582,-97.381
Bonanza Mountain Estates,Colorado,39.9768,-105.4798
Pecktonville,Maryland,39.666,-78.0482
Bear Lake,Pennsylvania,41.9934,-79.5014
Sunol,Nebraska,41.1539,-102.763
Taylor,Wyoming,42.0692,-110.9865
Gildford,Montana,48.5738,-110.3072
Holters Crossing,Pennsylvania,40.9721,-77.7242
Ragsdale,Indiana,38.7467,-87.3241
Floyd,New Mexico,34.2288,-103.5526
Judith Gap,Montana,46.6791,-109.7533
Old Shawneetown,Illinois,37.6971,-88.1387
Old Mill Creek,Illinois,42.4321,-87.9786
Elfrida,Arizona,31.6783,-109.6876
Hawleyville,Connecticut,41.4288,-73.3506
Rexford,Montana,48.8998,-115.1714
Walthall,Mississippi,33.6069,-89.2787
Flintstone,Maryland,39.7035,-78.5756
Chimney Rock Village,North Carolina,35.4503,-82.255
Browndell,Texas,31.1254,-93.9802
Seven Oaks,Texas,30.8518,-94.8578
Church Creek,Maryland,38.5036,-76.1531
Van Wert,Iowa,40.8709,-93.792
Foxhome,Minnesota,46.2769,-96.3122
Crary,North Dakota,48.0716,-98.6385
Dupuyer,Montana,48.1868,-112.4771
Calumet,Iowa,42.945,-95.5514
Garden City,Texas,31.8673,-101.4863
Merrifield,Minnesota,46.4673,-94.1746
La Chuparosa,Texas,26.4037,-98.9268
Conkling Park,Idaho,47.3998,-116.7704
New Salem,Illinois,39.7076,-90.8479
St. Donatus,Iowa,42.3624,-90.5422
Midland,Indiana,39.122,-87.1917
Potlicker Flats,Pennsylvania,40.7269,-77.6077
Bridgewater,Iowa,41.2471,-94.6689
Inman,Nebraska,42.3819,-98.5298
New Cambria,Kansas,38.879,-97.5066
Old Fort,Ohio,41.2419,-83.1514
Franks Field,Wisconsin,46.5522,-90.5989
Mount Hebron,California,41.7857,-122.008
Morea,Pennsylvania,40.7892,-76.1729
Vicksburg,Pennsylvania,40.3698,-78.4158
Kanawha,West Virginia,39.2017,-81.4592
St. Mary's,Colorado,39.8163,-105.6479
Harper,Iowa,41.3637,-92.0509
Meriden,Iowa,42.7946,-95.6341
Trego,Wisconsin,45.9048,-91.8287
Lester,Alabama,34.9871,-87.1513
Odin,Minnesota,43.8673,-94.7428
Ramah,Colorado,39.1222,-104.1673
Luther,Iowa,41.9669,-93.8176
Tracy,Montana,47.4102,-111.1537
Dante,South Dakota,43.0399,-98.1856
Madisonburg,Pennsylvania,40.9268,-77.5185
Rutland,Iowa,42.7614,-94.2952
Lonepine,Montana,47.6945,-114.6407
Marietta,North Carolina,34.3683,-79.1249
Eagle Harbor,Michigan,47.4542,-88.1569
Niotaze,Kansas,37.0678,-96.0147
Alba,Pennsylvania,41.7059,-76.8277
Gu-Win,Alabama,33.9443,-87.8705
Hillsboro,Maryland,38.917,-75.9416
Skelp,Pennsylvania,40.6184,-78.2618
Grantville,Kansas,39.0806,-95.5611
Virgilina,Virginia,36.5463,-78.7755
Cherokee Pass,Missouri,37.4873,-90.296
Ridott,Illinois,42.2967,-89.4771
Vernonburg,Georgia,31.9637,-81.1259
Porter,Washington,46.9489,-123.2736
Mertens,Texas,32.0588,-96.8937
Evergreen,Texas,26.4247,-99.024
Jacksonville,Georgia,31.8125,-82.979
Amenia,North Dakota,47.0065,-97.2241
Dixie,Washington,46.1399,-118.1521
LaPlace,Illinois,39.7976,-88.7146
Fernwood,Idaho,47.1151,-116.3864
Isabella,Oklahoma,36.2354,-98.3354
Princeton,Nebraska,40.576,-96.706
Glenville,North Carolina,35.1718,-83.1273
Copper Hill,Arizona,33.4379,-110.7516
Pump Back,Oklahoma,36.2707,-95.1178
Spottsville,Kentucky,37.8564,-87.4167
Pleasant Mills,Indiana,40.7778,-84.8422
Higden,Arkansas,35.5667,-92.2049
Elk Creek,Nebraska,40.2883,-96.1269
Abbs Valley,Virginia,37.2395,-81.4616
Adamsburg,Pennsylvania,40.3124,-79.6543
Sharon,Kansas,37.2498,-98.4177
Tillar,Arkansas,33.7109,-91.4517
Denton,Kansas,39.732,-95.2696
Alvo,Nebraska,40.8723,-96.3865
Oklaunion,Texas,34.1294,-99.1443
Willow Branch,Indiana,39.8762,-85.6844
Boys Ranch,Texas,35.5332,-102.2537
Captiva,Florida,26.5205,-82.191
Van,West Virginia,37.9712,-81.7138
Crossnore,North Carolina,36.0222,-81.9308
Nunez,Georgia,32.4919,-82.3467
Milledgeville,Ohio,39.5932,-83.5878
St. Leo,Minnesota,44.7173,-96.0526
Garber,Iowa,42.7444,-91.2621
Etowah,Oklahoma,35.129,-97.1641
Popejoy,Iowa,42.5938,-93.4278
Chugcreek,Wyoming,42.0535,-104.9079
Radom,Illinois,38.2798,-89.1922
Iglesia Antigua,Texas,26.0748,-97.8342
Bramwell,West Virginia,37.327,-81.313
Thorp,Washington,47.0656,-120.6709
Ridgely,Missouri,39.4536,-94.6403
Geeseytown,Pennsylvania,40.4516,-78.3439
Alsea,Oregon,44.3815,-123.5958
Mount Moriah,Missouri,40.3293,-93.7971
Cassoday,Kansas,38.0386,-96.6386
Iola,Pennsylvania,41.1319,-76.5305
Leopold,Indiana,38.1039,-86.5833
Keats,Kansas,39.2217,-96.7109
Bodcaw,Arkansas,33.5607,-93.4013
Petersburg,North Dakota,48.0132,-98.0004
Pajarito Mesa,New Mexico,34.9855,-106.7817
Conroy,Iowa,41.7266,-91.9985
Kansas,Alabama,33.9029,-87.5568
Liberty,Kansas,37.1564,-95.5977
Little City,Oklahoma,34.084,-96.616
Sycamore,South Carolina,33.0362,-81.2223
Levasy,Missouri,39.1363,-94.1307
Armstrong,Oklahoma,34.0528,-96.3448
Meta,Missouri,38.3122,-92.1656
Penton,Alabama,33.009,-85.4722
Ridgeville,Alabama,34.0569,-86.1029
Moscow,Ohio,38.8601,-84.2281
Rowena,Oregon,45.6701,-121.2749
Sturgis,Mississippi,33.3452,-89.0458
New Baltimore,Pennsylvania,39.9835,-78.7723
Proctorville,North Carolina,34.4752,-79.0371
Raub,Indiana,40.7294,-87.4897
Slayden,Tennessee,36.2913,-87.4656
Renfrew,Pennsylvania,40.8067,-79.9648
Nanticoke Acres,Maryland,38.2578,-75.9059
Foster,Indiana,40.1416,-87.4687
Coesse,Indiana,41.1278,-85.3953
Chaparrito,Texas,26.3408,-98.7354
Ralston,Wyoming,44.7085,-108.8823
Petersville,Indiana,39.2245,-85.82
Fredericksburg,Pennsylvania,40.3103,-78.2862
Bayfront,Wisconsin,46.6235,-90.7898
Greenvale,Tennessee,36.0055,-86.2012
Pitkin,Colorado,38.6089,-106.5144
Lone Rock,Iowa,43.2209,-94.3253
Lamar Heights,Missouri,37.4937,-94.2955
Palmetto,Louisiana,30.7177,-91.9082
Wawona,California,37.5447,-119.6387
Stockton,Iowa,41.5908,-90.8565
Rocky Point,Montana,47.7323,-114.1855
Woodbine,Kansas,38.7956,-96.9594
Mace,Indiana,40.0103,-86.7964
Amsterdam,Missouri,38.3493,-94.589
Banks,Arkansas,33.5758,-92.2671
Coburn,Pennsylvania,40.8653,-77.4634
Sandy Point,Texas,29.4013,-95.4816
Preston,Kansas,37.7584,-98.5578
Center Sandwich,New Hampshire,43.8085,-71.4394
Brayton,Iowa,41.5447,-94.9302
Jamestown,Louisiana,32.3397,-93.2065
East Alliance,Ohio,40.9092,-81.0742
East Waterford,Pennsylvania,40.3711,-77.6048
Promised Land,South Carolina,34.1276,-82.2307
Donald,Washington,46.4765,-120.3975
Grand Marsh,Wisconsin,43.8852,-89.7072
Wimbledon,North Dakota,47.1691,-98.4587
Wallula,Washington,46.0847,-118.9056
Rabbit Hash,Kentucky,38.924,-84.8502
Needmore,Pennsylvania,39.8474,-78.1432
Whitehorse,South Dakota,45.2746,-100.9012
Smeltertown,Colorado,38.5524,-106.0085
Middlebury,Indiana,39.2649,-87.1193
Spencer,South Dakota,43.7273,-97.5911
Pittsburg,Oklahoma,34.7116,-95.8502
Lowes,Kentucky,36.8828,-88.7706
Delaware,Iowa,42.4718,-91.3391
Morrison Crossroads,Alabama,33.4198,-85.4903
Climax Springs,Missouri,38.1004,-93.0528
Alton,Kansas,39.4678,-98.9486
Elizabeth,Indiana,38.1241,-85.9737
Kopperl,Texas,32.07,-97.4991
Scotia,South Carolina,32.6805,-81.2433
Fresno,Ohio,40.3308,-81.7386
Sarahsville,Ohio,39.8075,-81.4693
Raymond,Kansas,38.278,-98.4143
East Peru,Iowa,41.227,-93.9295
Willow City,North Dakota,48.6047,-100.2933
Willow Creek,Alaska,61.8336,-145.1836
Milton Mills,New Hampshire,43.5037,-70.9654
Monroe,Oklahoma,34.9937,-94.5156
Parc,New York,44.6639,-73.453
Roderfield,West Virginia,37.4501,-81.7029
Peever,South Dakota,45.5422,-96.956
West Point,Arkansas,35.2034,-91.61
Pleasantville,Indiana,38.967,-87.2503
Littlefield,Arizona,36.8659,-113.936
South Amana,Iowa,41.7703,-91.96
Rock Creek Park,Colorado,38.7011,-104.8347
Southern Ute,Colorado,37.0749,-107.5933
Ritchie,Illinois,41.2557,-88.1158
Kobuk,Alaska,66.931,-156.8939
Whitten,Iowa,42.2626,-93.0092
Payneway,Arkansas,35.5457,-90.5123
Mendota,Virginia,36.7102,-82.3048
Rockville,South Carolina,32.6024,-80.1935
Orlando,Oklahoma,36.1355,-97.3654
Port Graham,Alaska,59.34,-151.8464
Rock Falls,Iowa,43.2071,-93.087
Burbank,Oklahoma,36.6964,-96.7293
Paden,Mississippi,34.6603,-88.2606
Primrose,Alaska,60.3497,-149.3199
Top-of-the-World,Arizona,33.3477,-110.9997
Gem,Kansas,39.426,-100.8973
Centralia,Iowa,42.4723,-90.8362
Morrison,Iowa,42.343,-92.6733
Burchard,Nebraska,40.1493,-96.3488
Wheatcroft,Kentucky,37.4893,-87.8613
Swaledale,Iowa,42.9765,-93.3155
Allen,Maryland,38.2894,-75.6904
Clarks Hill,South Carolina,33.6582,-82.166
Center Junction,Iowa,42.1142,-91.0904
Hammond,Minnesota,44.2226,-92.3743
Stark City,Missouri,36.8629,-94.1863
Sweetwater,Oklahoma,35.4222,-99.9116
Enterprise,Oklahoma,35.2248,-95.3768
South Greenfield,Missouri,37.3761,-93.841
Page,Nebraska,42.4,-98.4177
McFarlan,North Carolina,34.8148,-79.9766
Gay,Georgia,33.0937,-84.5755
Davey,Nebraska,40.9838,-96.6692
New Castle,Virginia,37.5013,-80.1119
Rocky Boy's Agency,Montana,48.259,-109.7648
Cedar Crest,Pennsylvania,40.3966,-77.8858
Kenel,South Dakota,45.8545,-100.4592
Robeline,Louisiana,31.6898,-93.3039
Snowville,Virginia,37.026,-80.5739
Orrtanna,Pennsylvania,39.8459,-77.3594
Sedan,Montana,45.9653,-110.8888
Utopia,Texas,29.6188,-99.5153
Martell,Nebraska,40.6389,-96.7589
Washington,California,39.3591,-120.7905
Daisy,Arkansas,34.2349,-93.7405
Burnett,Indiana,39.5428,-87.2956
Osnabrock,North Dakota,48.67,-98.1488
Olney,Montana,48.5489,-114.5721
Halfway,Missouri,37.6189,-93.2387
Viola,Tennessee,35.5387,-85.8604
St. Augustine,Illinois,40.7213,-90.4069
Pheba,Mississippi,33.5835,-88.9494
Ali Chuk,Arizona,31.8169,-112.5584
Arcadia,Michigan,44.4927,-86.2362
Dover,Missouri,39.1942,-93.6896
Nachusa,Illinois,41.8339,-89.3858
Green Spring,West Virginia,39.5242,-78.6301
Radley,Kansas,37.4851,-94.7617
Mina,Nevada,38.3898,-118.1115
Bly,Oregon,42.3916,-121.0435
Brook Park,Minnesota,45.9484,-93.0728
Soldier,Iowa,41.9844,-95.7805
Loma Vista,Texas,26.4169,-98.9814
Arcadia,Oklahoma,35.6655,-97.3255
East Salem,Pennsylvania,40.6087,-77.237
Turin,Iowa,42.0208,-95.9662
Eva,Tennessee,36.0687,-88.0081
Kingston,Arkansas,36.0518,-93.515
Norwood,Michigan,45.2239,-85.3791
Deering,North Dakota,48.3959,-101.0499
Melvin,Texas,31.1993,-99.5809
Ormsby,Minnesota,43.8503,-94.6986
Haysville,Pennsylvania,40.5268,-80.1561
Rock,Kansas,37.4417,-97.007
Chatham,Michigan,46.3441,-86.9313
Woodward,Pennsylvania,40.8997,-77.3472
Mount Laguna,California,32.8711,-116.4247
Lake Arrowhead,Missouri,39.4837,-94.3166
Woody Creek,Colorado,39.2708,-106.8883
East Oolitic,Indiana,38.8989,-86.5119
Oasis,New Mexico,32.9277,-107.3164
Chittenden,Vermont,43.7039,-72.9494
Naponee,Nebraska,40.0747,-99.1386
Little Sioux,Iowa,41.8082,-96.0272
Jameson,Missouri,40.006,-93.9878
Mapleview,Minnesota,43.6901,-92.974
Magness,Arkansas,35.7031,-91.4822
Salineño,Texas,26.5176,-99.112
Tony,Wisconsin,45.4804,-90.9971
Mockingbird Valley,Kentucky,38.2701,-85.6815
Miamiville,Ohio,39.2123,-84.3001
Eagle Rock,Virginia,37.6423,-79.7919
Libertyville,Alabama,31.2428,-86.46
Addy,Washington,48.3588,-117.8372
Conde,South Dakota,45.1573,-98.0955
Mainville,Pennsylvania,40.9797,-76.3706
Brandonville,West Virginia,39.6671,-79.6277
La Coma Heights,Texas,26.4394,-98.0747
Ball Club,Minnesota,47.3311,-93.946
Central City,South Dakota,44.3685,-103.7706
Bridgeport,Oklahoma,35.5476,-98.3775
Dover,Illinois,41.434,-89.3961
Garden,Utah,41.8866,-111.4326
Edgewater Park,Oklahoma,34.8247,-98.3752
Greenbush,Wisconsin,43.7778,-88.0907
La Junta Gardens,Colorado,38.0014,-103.5549
Mays,Indiana,39.7437,-85.43
Stone City,Iowa,42.11,-91.3543
Bradgate,Iowa,42.803,-94.4201
Grovertown,Indiana,41.375,-86.5047
Cantwell,Alaska,63.379,-148.8158
Novice,Texas,31.9872,-99.6253
La Escondida,Texas,26.3807,-98.8737
Bassett,Arkansas,35.5356,-90.1294
Boynton,Oklahoma,35.6495,-95.6535
Floris,Iowa,40.8645,-92.3326
Adams,Illinois,39.8708,-91.1998
Martha,Oklahoma,34.7262,-99.3867
Medill,Missouri,40.4299,-91.7742
Fulton,Kansas,38.0098,-94.7197
Grier City,Pennsylvania,40.8268,-76.058
Wright,Minnesota,46.6725,-93.0069
Imlay,Nevada,40.6581,-118.1441
McLeod,North Dakota,46.3887,-97.2987
Beaver Marsh,Oregon,43.1364,-121.8042
Hastings,Iowa,41.0252,-95.4947
Loop,Texas,32.9142,-102.4147
Humphreys,Missouri,40.1252,-93.3196
Mead Ranch,Arizona,34.346,-111.143
Folsomville,Indiana,38.1292,-87.1642
Cunard,West Virginia,37.9994,-81.0402
Malmo,Nebraska,41.2664,-96.7209
Rohrsburg,Pennsylvania,41.1325,-76.4231
Green,Kansas,39.4301,-96.9999
McGregor,North Dakota,48.5957,-102.9281
Fruitdale,South Dakota,44.6692,-103.6955
Adrian,West Virginia,38.9069,-80.2729
Saltillo,Indiana,38.6662,-86.2975
Peyton,Colorado,39.033,-104.4904
Columbus,Kentucky,36.7596,-89.102
Searsboro,Iowa,41.5791,-92.7041
Hunt,New York,42.5477,-77.991
Gaylesville,Alabama,34.2665,-85.5603
Niles,Kansas,38.9688,-97.4574
Bledsoe,Texas,33.6182,-103.0181
Viking,Minnesota,48.2182,-96.4068
Andover,Iowa,41.9801,-90.2528
Orrville,Alabama,32.3068,-87.2454
McCracken,Kansas,38.5821,-99.5684
Sheakleyville,Pennsylvania,41.4438,-80.2067
Bennington,Idaho,42.3827,-111.3228
Teterboro,New Jersey,40.858,-74.0594
Allenville,Illinois,39.5583,-88.5387
Crystal Mountain,Michigan,44.5216,-86.0032
Geneva,Pennsylvania,41.562,-80.2261
Savonburg,Kansas,37.7489,-95.1428
Grand View,Wisconsin,46.368,-91.1036
Hartsburg,Missouri,38.6974,-92.3068
Alfarata,Pennsylvania,40.6618,-77.456
Wamic,Oregon,45.2256,-121.2927
Foundryville,Pennsylvania,41.0775,-76.2355
Raglesville,Indiana,38.8022,-86.9622
Bessemer Bend,Wyoming,42.7561,-106.5176
Seneca,Oregon,44.1352,-118.9763
Alto,Wisconsin,43.6728,-88.7949
Helenville,Wisconsin,43.0165,-88.6999
Sanborn,North Dakota,46.9428,-98.2238
Cornish,Oklahoma,34.1636,-97.5964
Bull Hollow,Oklahoma,36.3046,-94.9008
St. Helena,Nebraska,42.8106,-97.2489
Miesville,Minnesota,44.599,-92.8196
Utica,Kansas,38.6427,-100.1698
Walterhill,Tennessee,35.9573,-86.3679
Glenham,South Dakota,45.533,-100.2711
Hatch,Utah,37.6493,-112.4348
Wainwright,Oklahoma,35.6134,-95.566
Kingston,Nevada,39.2101,-117.0679
Brave,Pennsylvania,39.7265,-80.2593
Summerville,Oregon,45.4897,-118.004
Falkland,North Carolina,35.6986,-77.5129
Danville,Georgia,32.606,-83.246
Brooktree Park,North Dakota,47.0039,-96.8958
Big Creek,Mississippi,33.8464,-89.4159
Eyers Grove,Pennsylvania,41.0935,-76.5189
Loretto,Nebraska,41.7634,-98.0816
Hiouchi,California,41.7936,-124.0662
Sawyer,Kansas,37.4985,-98.683
Stevinson,California,37.3247,-120.8497
Catalpa Canyon,New Mexico,35.4942,-108.7206
Bear Lake,Indiana,41.3241,-85.5151
Odanah,Wisconsin,46.5999,-90.6878
La Russell,Missouri,37.1402,-94.061
Packwood,Washington,46.6085,-121.6703
Broadwater,Nebraska,41.598,-102.8525
Hepler,Kansas,37.6637,-94.9697
Jericho,Arkansas,35.2876,-90.2305
Buchanan,Tennessee,36.434,-88.2027
Pamplin City,Virginia,37.2642,-78.682
Upland,Nebraska,40.3195,-98.9023
Cullison,Kansas,37.6303,-98.9054
Trilla,Illinois,39.3752,-88.3507
Faucett,Missouri,39.6005,-94.7976
Newberry,Indiana,38.9238,-87.0193
Thurston,Nebraska,42.1747,-96.7016
Panola,Oklahoma,34.9273,-95.2099
Sheldon,North Dakota,46.5886,-97.4944
Ulmer,South Carolina,33.0987,-81.208
Judyville,Indiana,40.3584,-87.3969
Rubicon,Wisconsin,43.3371,-88.4525
Mainesburg,Pennsylvania,41.784,-76.9983
Norcross,Minnesota,45.8687,-96.1964
Maysville,Arkansas,36.402,-94.5889
Makena,Hawaii,20.631,-156.4252
Todd Mission,Texas,30.2613,-95.8298
Springhill,Montana,45.8788,-111.0773
Carter,Montana,47.7812,-110.94
Linden,North Carolina,35.2546,-78.7484
Sweet Water Village,Arizona,33.1274,-111.8424
Harrison City,Pennsylvania,40.3547,-79.6502
Akhiok,Alaska,56.945,-154.215
Springlake,Texas,34.2317,-102.3057
Ohiowa,Nebraska,40.4136,-97.4524
Naper,Nebraska,42.9642,-99.097
Atlanta,Nebraska,40.3684,-99.4732
Rhodell,West Virginia,37.6094,-81.3049
Greigsville,New York,42.8307,-77.9015
Helenwood,Tennessee,36.4227,-84.5429
Pilot Mound,Iowa,42.1593,-94.0183
Preble,Indiana,40.8323,-85.0147
Westview Circle,Wyoming,42.0605,-105.0715
Sims,Indiana,40.5006,-85.854
Wisdom,Montana,45.6114,-113.447
Portland,Colorado,38.0892,-107.6952
Beaman,Iowa,42.2203,-92.8221
Lybrook,New Mexico,36.229,-107.5549
Bark Ranch,Colorado,40.1156,-105.4417
Delco,North Carolina,34.3188,-78.2267
Raymond City,West Virginia,38.4838,-81.8195
Cordova,Nebraska,40.7164,-97.3516
Odessa,Nebraska,40.6991,-99.2544
Earlton,Kansas,37.5873,-95.4696
Williams,South Carolina,33.0341,-80.8428
McKittrick,Missouri,38.7387,-91.4443
Ayr,Nebraska,40.4377,-98.4409
Glendora,Mississippi,33.8275,-90.2926
Greenland,Michigan,46.7803,-89.0954
San Cristobal,New Mexico,36.6101,-105.6319
Lake Santeetlah,North Carolina,35.3636,-83.8664
Solway,Minnesota,47.5211,-95.1303
Cool,Texas,32.8001,-98.0113
Norris,South Dakota,43.4721,-101.1928
Hedrick,Indiana,40.3031,-87.4924
Republican City,Nebraska,40.0987,-99.2223
Friendly,West Virginia,39.5137,-81.0618
Kilgore,Nebraska,42.9391,-100.9573
Eagles Mere,Pennsylvania,41.4102,-76.5832
Brock,Nebraska,40.4804,-95.9601
Westboro,Missouri,40.535,-95.3211
Grasston,Minnesota,45.7958,-93.1526
Pawleys Island,South Carolina,33.4269,-79.1246
Kingston,New Mexico,32.9173,-107.7097
Airport Heights,Texas,26.4087,-98.8367
Harman,West Virginia,38.9211,-79.5245
Phillips,Oklahoma,34.5043,-96.2232
Wallowa Lake,Oregon,45.3041,-117.2117
Bon Air,Alabama,33.2621,-86.3319
Hyner,Pennsylvania,41.3317,-77.6442
Bath,South Dakota,45.4692,-98.3236
Larrabee,Iowa,42.8616,-95.5446
Rockdale Acres,Pennsylvania,41.767,-79.9237
Plevna,Kansas,37.9717,-98.3095
Lamy,New Mexico,35.4854,-105.8863
Mill Spring,Missouri,37.0651,-90.6779
Memphis,Nebraska,41.0946,-96.4332
Mount Briar,Maryland,39.4426,-77.6873
Munjor,Kansas,38.8089,-99.2674
Bloomingdale,Ohio,40.3424,-80.8175
Smithfield,Nebraska,40.5733,-99.7409
Renick,Missouri,39.3469,-92.4152
Tingley,Iowa,40.8527,-94.1958
Hillsdale,Kansas,38.6597,-94.8569
Big Lagoon,California,41.1593,-124.1301
Bronaugh,Missouri,37.694,-94.4683
Lynxville,Wisconsin,43.2493,-91.0464
Rockbridge,Illinois,39.2693,-90.2065
Acorn,Arkansas,34.6379,-94.2025
Amoret,Missouri,38.2549,-94.5873
Nessen City,Michigan,44.5202,-85.8729
Moorefield,Arkansas,35.7672,-91.5708
Argyle,Missouri,38.2953,-92.0255
Mineola,Iowa,41.1414,-95.6947
Mount Eagle,Pennsylvania,40.9799,-77.7058
